사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
Jan-19,7호선,2756,신중동,9 ,1 ,4951 ,1354 ,16675 ,4913 ,50700 ,15389 ,49156 ,45053 ,24733 ,32125 ,19562 ,17430 ,19664 ,16465 ,21711 ,17068 ,21495 ,18643 ,20683 ,19314 ,22096 ,20444 ,24567 ,23478 ,30079 ,27759 ,47590 ,47000 ,22709 ,53209 ,23633 ,27161 ,16156 ,21856 ,13543 ,20431 ,6382 ,15948 ,1010 ,5526 ,0 ,24 ,0 ,0 ,0 ,0 
Jan-19,7호선,2757,부천시청,27 ,0 ,4854 ,1606 ,14997 ,7522 ,44400 ,14595 ,41124 ,26395 ,20617 ,21761 ,15681 ,13778 ,16090 ,14738 ,17301 ,16448 ,17625 ,19602 ,17383 ,19375 ,19615 ,21071 ,22150 ,22206 ,28309 ,26097 ,31632 ,45090 ,21491 ,46907 ,21400 ,24500 ,17561 ,18582 ,14601 ,15939 ,5606 ,12718 ,869 ,4187 ,0 ,99 ,0 ,0 ,0 ,0 
Jan-19,7호선,2758,상동,14 ,3 ,5028 ,1929 ,16340 ,6445 ,44977 ,12172 ,40385 ,31696 ,20358 ,31560 ,16799 ,20970 ,17811 ,22082 ,20464 ,23445 ,22042 ,25837 ,22557 ,24415 ,25824 ,24802 ,28998 ,25809 ,31598 ,31752 ,37211 ,52936 ,24691 ,47824 ,21837 ,27446 ,23657 ,21177 ,21826 ,18016 ,8807 ,14202 ,1689 ,4489 ,2 ,290 ,0 ,0 ,0 ,0 
Jan-19,7호선,2759,삼산체육관,1 ,0 ,3013 ,419 ,9441 ,1752 ,26143 ,2271 ,24361 ,5551 ,12634 ,4609 ,8299 ,4064 ,8264 ,4422 ,8281 ,5521 ,7960 ,6425 ,7226 ,6553 ,7627 ,7109 ,8021 ,8160 ,8535 ,10739 ,7359 ,18445 ,4741 ,18139 ,3125 ,11534 ,3529 ,9822 ,2187 ,9486 ,1111 ,6790 ,254 ,2373 ,0 ,413 ,0 ,0 ,0 ,0 
Jan-19,7호선,2760,굴포천,6 ,0 ,5987 ,621 ,15534 ,3616 ,39162 ,5506 ,40885 ,13289 ,22319 ,10702 ,14489 ,7603 ,13571 ,8346 ,13847 ,9744 ,13856 ,11350 ,12508 ,11496 ,12310 ,13524 ,13666 ,16212 ,14963 ,21923 ,17748 ,39409 ,10053 ,42103 ,8004 ,24940 ,7396 ,20780 ,6270 ,19427 ,3234 ,12031 ,539 ,4561 ,0 ,738 ,0 ,0 ,0 ,0 
Jan-19,7호선,2761,부평구청,48 ,2 ,7414 ,982 ,22377 ,5964 ,69923 ,12077 ,56123 ,13640 ,28900 ,7105 ,17796 ,6030 ,16087 ,6587 ,16085 ,7790 ,14889 ,9104 ,12809 ,9918 ,12782 ,11363 ,13426 ,14062 ,20696 ,19274 ,18726 ,34440 ,10635 ,41647 ,7948 ,26230 ,6536 ,22182 ,5530 ,20190 ,2329 ,14298 ,295 ,5218 ,1 ,1655 ,0 ,0 ,0 ,0 
Jan-19,8호선,2811,암사,17 ,0 ,12733 ,1043 ,23515 ,7188 ,81944 ,8781 ,114284 ,19465 ,56701 ,15968 ,31902 ,11949 ,28423 ,14512 ,28403 ,16454 ,28295 ,19778 ,24237 ,20875 ,22417 ,27816 ,24088 ,31763 ,26822 ,41372 ,27699 ,70914 ,16351 ,65209 ,10794 ,38394 ,9665 ,38080 ,6432 ,33703 ,2938 ,23109 ,589 ,5479 ,1 ,1010 ,0 ,0 ,0 ,0 
Jan-19,8호선,2812,천호(풍납토성),25 ,0 ,10085 ,1762 ,18428 ,12464 ,50030 ,19062 ,76622 ,35637 ,43254 ,32069 ,25858 ,22599 ,25054 ,24252 ,26879 ,25309 ,28798 ,30259 ,27129 ,31418 ,27605 ,35839 ,30444 ,39272 ,37115 ,51793 ,46467 ,83145 ,30024 ,71324 ,24934 ,38051 ,19934 ,35084 ,17645 ,31403 ,8418 ,19679 ,1764 ,6337 ,1 ,398 ,0 ,0 ,0 ,0 
Jan-19,8호선,2813,강동구청,1 ,0 ,4124 ,922 ,9956 ,5458 ,32446 ,12245 ,47731 ,40224 ,26140 ,16205 ,17110 ,11988 ,16527 ,10402 ,16676 ,12077 ,17660 ,13347 ,15764 ,15487 ,15782 ,16205 ,15807 ,20039 ,20711 ,23463 ,33353 ,36945 ,13881 ,33549 ,9570 ,19244 ,8668 ,17790 ,5983 ,17793 ,2227 ,9573 ,399 ,3345 ,0 ,2 ,0 ,0 ,0 ,0 
Jan-19,8호선,2814,몽촌토성(평화의문),3 ,1 ,1934 ,997 ,3868 ,5121 ,10599 ,8446 ,18822 ,31255 ,10587 ,17677 ,8273 ,10278 ,8095 ,9178 ,8779 ,9056 ,9570 ,9590 ,9511 ,9295 ,10417 ,9367 ,11718 ,10241 ,15009 ,12553 ,26147 ,17249 ,12215 ,13260 ,8599 ,8158 ,8021 ,7308 ,6028 ,7450 ,2942 ,4261 ,589 ,1471 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,8호선,2815,잠실(송파구청),4 ,0 ,1586 ,1847 ,3909 ,8755 ,8611 ,28081 ,13844 ,77666 ,10871 ,47025 ,10170 ,28525 ,12376 ,35157 ,15334 ,33856 ,20339 ,37902 ,25483 ,33728 ,32057 ,34431 ,37941 ,33026 ,48477 ,35439 ,71723 ,48208 ,47163 ,30978 ,42956 ,14549 ,37624 ,10812 ,32346 ,8242 ,10693 ,4492 ,1502 ,1677 ,1 ,97 ,0 ,0 ,0 ,0 
Jan-19,8호선,2816,석촌,0 ,0 ,3379 ,644 ,5975 ,3645 ,17587 ,8154 ,31027 ,24817 ,17068 ,18853 ,11738 ,13256 ,12124 ,12438 ,12956 ,13774 ,13951 ,15008 ,12759 ,15852 ,13841 ,15846 ,14872 ,17690 ,17588 ,19869 ,22608 ,32950 ,12814 ,26760 ,9649 ,15953 ,10197 ,14986 ,8566 ,12791 ,3487 ,9074 ,624 ,2897 ,0 ,129 ,0 ,0 ,0 ,0 
Jan-19,8호선,2817,송파,2 ,0 ,1846 ,693 ,5181 ,4497 ,13303 ,9853 ,19372 ,23048 ,11344 ,12509 ,8580 ,8940 ,9192 ,7102 ,10168 ,9166 ,9804 ,9745 ,9962 ,10752 ,11531 ,10033 ,15495 ,10500 ,17780 ,11073 ,19750 ,15740 ,8805 ,13579 ,5699 ,8241 ,4597 ,8254 ,3785 ,7029 ,1377 ,4890 ,167 ,1256 ,0 ,106 ,0 ,0 ,0 ,0 
Jan-19,8호선,2818,가락시장,23 ,0 ,2653 ,1935 ,4703 ,6131 ,9910 ,12560 ,14797 ,44252 ,11377 ,20607 ,10100 ,13677 ,11804 ,13425 ,12332 ,13988 ,13367 ,14507 ,14948 ,13881 ,16461 ,14775 ,16623 ,15125 ,19204 ,18722 ,31958 ,27133 ,15592 ,20372 ,12983 ,12698 ,14846 ,10870 ,11647 ,9989 ,5589 ,6164 ,1057 ,2647 ,0 ,647 ,0 ,0 ,0 ,0 
Jan-19,8호선,2819,문정,6 ,1 ,2101 ,1936 ,6613 ,10362 ,23995 ,32633 ,34924 ,179443 ,21506 ,82723 ,17112 ,27902 ,17583 ,21781 ,19270 ,17683 ,23312 ,22629 ,25910 ,19787 ,29071 ,21051 ,30138 ,19907 ,52860 ,24215 ,136742 ,34068 ,51110 ,29480 ,31441 ,17061 ,29462 ,14226 ,20527 ,15246 ,7715 ,8299 ,1170 ,2853 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,8호선,2820,장지,0 ,0 ,5139 ,1686 ,16687 ,9020 ,50900 ,19422 ,63074 ,59742 ,35523 ,38087 ,23670 ,23571 ,22734 ,24204 ,23994 ,27414 ,25769 ,26859 ,24699 ,27111 ,29341 ,29664 ,34740 ,30500 ,41328 ,36304 ,61867 ,57284 ,38443 ,49257 ,25778 ,27592 ,29364 ,24926 ,20218 ,24253 ,5832 ,14933 ,910 ,4882 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,8호선,2821,복정,3 ,0 ,4208 ,1567 ,11132 ,8229 ,37594 ,10715 ,48172 ,19940 ,27810 ,11991 ,17241 ,10998 ,15289 ,8931 ,16671 ,11070 ,15954 ,10444 ,15573 ,11565 ,15529 ,11983 ,17062 ,15167 ,22539 ,20007 ,29033 ,34214 ,15466 ,31635 ,10751 ,20189 ,8971 ,17900 ,8481 ,16649 ,2848 ,8123 ,518 ,1700 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,8호선,2822,산성,15 ,0 ,4368 ,1335 ,7545 ,6608 ,20480 ,4308 ,28608 ,6815 ,15457 ,5424 ,9762 ,5712 ,8288 ,4861 ,8978 ,5107 ,8615 ,5631 ,7971 ,6508 ,7518 ,8154 ,9452 ,9816 ,10913 ,11789 ,8645 ,20119 ,4720 ,18547 ,3143 ,12130 ,2463 ,11762 ,1757 ,11674 ,925 ,6407 ,165 ,1929 ,0 ,53 ,0 ,0 ,0 ,0 
Jan-19,8호선,2823,남한산성입구(성남법원.검찰청),16 ,0 ,9838 ,1409 ,20505 ,5628 ,52891 ,10700 ,72255 ,23995 ,38298 ,13723 ,23603 ,10776 ,21761 ,10226 ,21228 ,11223 ,20790 ,14056 ,18152 ,14508 ,17473 ,19337 ,17693 ,22060 ,21635 ,26877 ,26886 ,45133 ,12194 ,41926 ,7485 ,25933 ,5850 ,26284 ,3641 ,25579 ,1727 ,16118 ,366 ,4866 ,0 ,53 ,0 ,0 ,0 ,0 
Jan-19,8호선,2824,단대오거리,23 ,1 ,7835 ,1772 ,14726 ,5207 ,39400 ,11353 ,49397 ,21508 ,26427 ,10800 ,17768 ,9003 ,17722 ,8206 ,18199 ,10929 ,17348 ,11447 ,15622 ,13675 ,14324 ,15863 ,15104 ,20424 ,17640 ,22598 ,24641 ,39061 ,13041 ,36046 ,8038 ,23573 ,6813 ,21372 ,4747 ,20332 ,2152 ,12995 ,408 ,3727 ,2 ,253 ,0 ,0 ,0 ,0 
Jan-19,8호선,2825,신흥,0 ,0 ,3760 ,630 ,5734 ,2257 ,12815 ,2983 ,17735 ,5824 ,10858 ,5127 ,7389 ,5184 ,7528 ,5770 ,7784 ,7644 ,7900 ,9345 ,7663 ,10082 ,8845 ,10418 ,10125 ,11498 ,10091 ,12176 ,9007 ,17827 ,5614 ,16334 ,4779 ,10200 ,4136 ,9117 ,2804 ,7348 ,1535 ,5099 ,350 ,1579 ,1 ,233 ,0 ,0 ,0 ,0 
Jan-19,8호선,2826,수진,0 ,0 ,3443 ,538 ,6156 ,2701 ,14597 ,3525 ,21492 ,10676 ,13183 ,7994 ,9784 ,6483 ,9433 ,7808 ,10517 ,6682 ,10048 ,10078 ,9344 ,10016 ,10280 ,9428 ,11431 ,9326 ,11165 ,10686 ,9884 ,15994 ,5947 ,15142 ,5025 ,8598 ,5238 ,8209 ,3200 ,7917 ,1383 ,4886 ,214 ,1666 ,0 ,220 ,0 ,0 ,0 ,0 
Jan-19,8호선,2827,모란,0 ,0 ,2125 ,454 ,2955 ,2426 ,8904 ,3436 ,13767 ,6970 ,7085 ,5433 ,6500 ,5126 ,7203 ,7052 ,8830 ,7045 ,10187 ,7778 ,10382 ,7165 ,10997 ,7499 ,11358 ,7609 ,11698 ,8038 ,11337 ,10376 ,6544 ,7591 ,4746 ,4740 ,4805 ,4709 ,4088 ,3902 ,2537 ,2512 ,685 ,1422 ,1 ,431 ,0 ,0 ,0 ,0 
Jan-19,9호선,4101,개화,12 ,1 ,3063 ,179 ,15944 ,3132 ,43458 ,4574 ,31842 ,7757 ,17072 ,4376 ,12594 ,3016 ,9812 ,3446 ,8588 ,3800 ,7400 ,4221 ,6658 ,4918 ,6522 ,6675 ,7787 ,7732 ,11772 ,9281 ,11189 ,15595 ,4542 ,22405 ,2834 ,12297 ,2061 ,8814 ,1153 ,8674 ,669 ,5418 ,229 ,1819 ,0 ,97 ,0 ,0 ,0 ,0 
Jan-19,9호선,4102,김포공항,11 ,0 ,2064 ,3018 ,4714 ,13988 ,13832 ,20102 ,15347 ,21772 ,11842 ,18418 ,10631 ,21174 ,13015 ,22468 ,13183 ,24249 ,15054 ,26521 ,18268 ,25478 ,20798 ,22255 ,18020 ,25453 ,22329 ,29948 ,28435 ,34929 ,22126 ,25640 ,18312 ,10343 ,17424 ,6665 ,18296 ,5545 ,5281 ,3373 ,189 ,1844 ,0 ,113 ,0 ,0 ,0 ,0 
Jan-19,9호선,4103,공항시장,8 ,0 ,2937 ,381 ,4682 ,1104 ,9051 ,1931 ,10276 ,3489 ,6261 ,3468 ,4993 ,3328 ,4626 ,3503 ,5203 ,3770 ,5172 ,4130 ,4585 ,5044 ,4559 ,5557 ,4282 ,6872 ,4885 ,7873 ,4830 ,10790 ,2992 ,11516 ,2828 ,7497 ,2405 ,6399 ,1786 ,6416 ,1016 ,4836 ,182 ,1720 ,0 ,120 ,0 ,0 ,0 ,0 
Jan-19,9호선,4104,신방화,3 ,0 ,4765 ,796 ,13038 ,2568 ,30341 ,4207 ,31995 ,9738 ,17123 ,7441 ,12928 ,6064 ,11519 ,6472 ,12505 ,7671 ,12146 ,8595 ,10468 ,9681 ,10169 ,11895 ,9852 ,13535 ,10744 ,15251 ,11790 ,27032 ,6462 ,27222 ,5310 ,16488 ,4713 ,14028 ,3747 ,14485 ,1513 ,9710 ,337 ,3808 ,0 ,64 ,0 ,0 ,1 ,0 
Jan-19,9호선,4105,마곡나루,1 ,0 ,3331 ,612 ,8295 ,8495 ,26742 ,9138 ,28056 ,30176 ,14020 ,17162 ,10301 ,10412 ,10654 ,9702 ,11854 ,10425 ,13081 ,11125 ,13344 ,12096 ,14791 ,12162 ,17771 ,12085 ,24821 ,16626 ,31544 ,27744 ,15677 ,27997 ,12042 ,17417 ,11861 ,16004 ,9764 ,15769 ,4951 ,10611 ,851 ,3958 ,0 ,163 ,0 ,0 ,0 ,0 
Jan-19,9호선,4106,양천향교,3 ,0 ,4348 ,1130 ,9675 ,7569 ,27634 ,7850 ,29081 ,30615 ,16535 ,12429 ,11953 ,8140 ,11992 ,8465 ,13318 ,9683 ,13175 ,9933 ,12794 ,11616 ,13847 ,11992 ,17123 ,11647 ,18607 ,15925 ,26509 ,23532 ,10827 ,26809 ,7266 ,17434 ,6876 ,16686 ,4738 ,16391 ,2117 ,10997 ,482 ,3771 ,1 ,86 ,0 ,0 ,0 ,0 
Jan-19,9호선,4107,가양,50 ,0 ,13631 ,1466 ,25819 ,8259 ,78872 ,22460 ,85741 ,42103 ,44797 ,24285 ,34439 ,19111 ,31991 ,18838 ,33806 ,18943 ,32930 ,25527 ,29681 ,27168 ,29078 ,29489 ,31104 ,36878 ,41141 ,42032 ,47444 ,64375 ,23613 ,72995 ,16440 ,43690 ,14098 ,37199 ,11008 ,38869 ,4669 ,26437 ,797 ,8615 ,4 ,281 ,0 ,0 ,0 ,0 
Jan-19,9호선,4108,증미,2 ,2 ,2448 ,725 ,7193 ,2256 ,20434 ,6797 ,21724 ,36525 ,11187 ,13879 ,9622 ,7418 ,9574 ,8169 ,10047 ,8053 ,10302 ,9324 ,9878 ,10614 ,11229 ,11671 ,11050 ,12055 ,14927 ,12364 ,33902 ,21007 ,11660 ,20036 ,7281 ,11357 ,6255 ,9409 ,4751 ,9221 ,1850 ,6640 ,189 ,1927 ,0 ,47 ,0 ,0 ,0 ,0 
Jan-19,9호선,4109,등촌,8 ,0 ,4683 ,737 ,12760 ,3319 ,37541 ,6806 ,44676 ,18140 ,22532 ,12389 ,17468 ,11468 ,17848 ,10455 ,17851 ,12559 ,17487 ,13834 ,16743 ,15446 ,15693 ,18524 ,16925 ,19576 ,17736 ,21930 ,20692 ,39785 ,10417 ,38635 ,7830 ,21943 ,6861 ,20005 ,5815 ,17239 ,3046 ,11235 ,675 ,3412 ,0 ,4 ,0 ,0 ,0 ,0 
Jan-19,9호선,4110,염창,12 ,0 ,10590 ,612 ,25982 ,5191 ,75256 ,8109 ,86663 ,22029 ,45121 ,12330 ,29771 ,10923 ,25919 ,11517 ,25278 ,14099 ,24784 ,15632 ,20440 ,17703 ,19140 ,23141 ,20416 ,26343 ,23237 ,35402 ,27623 ,65327 ,14642 ,70070 ,10776 ,42384 ,9853 ,37441 ,7852 ,38393 ,4030 ,25718 ,767 ,8812 ,0 ,898 ,0 ,0 ,0 ,0 
Jan-19,9호선,4111,신목동,2 ,0 ,1892 ,308 ,5953 ,1560 ,19186 ,3138 ,18466 ,5331 ,8649 ,3013 ,6397 ,2725 ,6184 ,2871 ,5726 ,3604 ,5709 ,4179 ,5195 ,4532 ,5093 ,5057 ,5623 ,5753 ,6638 ,7651 ,7342 ,12672 ,3531 ,13394 ,2638 ,7552 ,2262 ,7347 ,1914 ,8129 ,856 ,5563 ,232 ,1642 ,2 ,136 ,0 ,0 ,0 ,0 
Jan-19,9호선,4112,선유도,0 ,0 ,2311 ,1077 ,5010 ,4450 ,18591 ,10070 ,20815 ,39287 ,10218 ,16076 ,7770 ,7384 ,8279 ,6863 ,8931 ,6591 ,8941 ,7811 ,8545 ,7470 ,9141 ,7839 ,10196 ,10163 ,18047 ,10416 ,37163 ,18076 ,13269 ,16328 ,7591 ,10012 ,6882 ,8513 ,4989 ,8969 ,2458 ,5984 ,439 ,1825 ,1 ,125 ,0 ,0 ,0 ,0 
Jan-19,9호선,4113,당산,7 ,0 ,7268 ,1644 ,18578 ,7202 ,52644 ,15647 ,66710 ,41240 ,38877 ,23848 ,27997 ,16746 ,28328 ,18113 ,29784 ,19646 ,30173 ,22458 ,27585 ,22869 ,26769 ,25493 ,28307 ,28484 ,36144 ,41028 ,50330 ,65641 ,29362 ,61841 ,21561 ,38221 ,20981 ,36221 ,18381 ,36236 ,9855 ,23123 ,1740 ,6356 ,2 ,216 ,0 ,0 ,0 ,0 
Jan-19,9호선,4114,국회의사당,7 ,0 ,1426 ,1781 ,2321 ,9882 ,4252 ,45445 ,6962 ,155047 ,7792 ,62886 ,9048 ,28716 ,13207 ,21003 ,18327 ,20552 ,19074 ,22270 ,22796 ,17730 ,26384 ,15458 ,28568 ,12791 ,58636 ,15191 ,125046 ,16057 ,47937 ,11318 ,30618 ,5754 ,31528 ,4812 ,22623 ,4336 ,8371 ,2797 ,1344 ,1052 ,0 ,2 ,0 ,0 ,0 ,0 
Jan-19,9호선,4115,여의도,8 ,0 ,2257 ,2028 ,4131 ,22438 ,8655 ,116876 ,11904 ,160057 ,11655 ,60629 ,12917 ,27029 ,18539 ,25933 ,18381 ,22794 ,23932 ,25867 ,25524 ,21674 ,30408 ,20854 ,36829 ,21773 ,89252 ,22656 ,151918 ,28319 ,67227 ,21382 ,46446 ,10776 ,44829 ,9162 ,31089 ,9118 ,11630 ,5776 ,1937 ,2102 ,0 ,214 ,0 ,0 ,0 ,0 
Jan-19,9호선,4116,샛강,15 ,0 ,888 ,828 ,1811 ,3972 ,4056 ,13728 ,5634 ,25606 ,4626 ,14767 ,4700 ,9342 ,5893 ,8163 ,6415 ,7242 ,7519 ,8011 ,8453 ,8023 ,10295 ,7577 ,10481 ,7800 ,16310 ,9785 ,28070 ,12216 ,12424 ,9959 ,10298 ,4797 ,8938 ,3605 ,6758 ,3633 ,3645 ,2510 ,787 ,875 ,0 ,45 ,0 ,0 ,0 ,0 
Jan-19,9호선,4117,노량진,114 ,1 ,13242 ,2472 ,21372 ,20966 ,60869 ,55584 ,97829 ,85705 ,53630 ,50870 ,34571 ,32158 ,35074 ,35367 ,40312 ,43729 ,51964 ,47891 ,44047 ,41399 ,42669 ,44636 ,45261 ,51220 ,57457 ,68110 ,77400 ,102989 ,42794 ,82079 ,42527 ,48271 ,52835 ,46686 ,67339 ,45721 ,22286 ,28567 ,2302 ,8241 ,1 ,266 ,0 ,0 ,0 ,0 
Jan-19,9호선,4118,노들,20 ,0 ,3075 ,297 ,5485 ,1286 ,16764 ,2771 ,21658 ,4428 ,13042 ,4813 ,8884 ,4429 ,7734 ,3939 ,8324 ,4276 ,8533 ,5111 ,6908 ,5698 ,6057 ,6822 ,6138 ,7928 ,7423 ,9335 ,7282 ,15356 ,3708 ,13937 ,2849 ,8693 ,2995 ,8227 ,2508 ,8254 ,928 ,5122 ,226 ,1605 ,0 ,35 ,0 ,0 ,0 ,0 
Jan-19,9호선,4119,흑석(중앙대입구),3 ,0 ,3129 ,954 ,5502 ,5565 ,16984 ,12062 ,23062 ,19027 ,15342 ,16724 ,13222 ,13291 ,14663 ,12822 ,15674 ,14276 ,16388 ,15229 ,15646 ,14555 ,17563 ,15647 ,19894 ,15819 ,24703 ,19537 ,21138 ,28765 ,13097 ,24630 ,10959 ,14578 ,9640 ,12404 ,8696 ,13631 ,4705 ,10061 ,825 ,3238 ,2 ,95 ,0 ,0 ,0 ,0 
Jan-19,9호선,4120,동작(현충원),16 ,0 ,838 ,272 ,1773 ,1220 ,4976 ,1456 ,7163 ,3072 ,3997 ,3018 ,3077 ,3463 ,3598 ,2090 ,4072 ,1928 ,3530 ,2295 ,3677 ,2109 ,3079 ,2234 ,3873 ,1890 ,3629 ,2590 ,3896 ,3832 ,1909 ,3389 ,1519 ,2098 ,1407 ,2071 ,1097 ,2188 ,632 ,1438 ,108 ,1082 ,0 ,276 ,0 ,0 ,0 ,0 
Jan-19,9호선,4121,구반포,4 ,0 ,604 ,167 ,1641 ,2034 ,4600 ,3137 ,6288 ,7837 ,4547 ,6475 ,4090 ,5270 ,4427 ,5544 ,5237 ,5952 ,6360 ,7039 ,6768 ,6267 ,6843 ,5882 ,7043 ,6879 ,8282 ,7285 ,9929 ,9685 ,6478 ,8391 ,4594 ,4127 ,4690 ,3816 ,4059 ,4225 ,1154 ,2349 ,161 ,787 ,0 ,59 ,0 ,0 ,0 ,0 
Jan-19,9호선,4122,신반포,0 ,0 ,531 ,219 ,1760 ,2236 ,5107 ,5724 ,7801 ,9201 ,5880 ,6954 ,4811 ,4510 ,4260 ,3855 ,5292 ,3809 ,5516 ,4860 ,4791 ,4793 ,5582 ,4853 ,6550 ,5430 ,7734 ,5347 ,9224 ,8291 ,5269 ,7275 ,3597 ,3875 ,3324 ,3624 ,2166 ,3819 ,808 ,2438 ,119 ,783 ,0 ,27 ,0 ,0 ,0 ,0 
Jan-19,9호선,4123,고속터미널,2 ,2 ,1996 ,1519 ,4812 ,13522 ,14830 ,19114 ,20350 ,29663 ,15662 ,32547 ,13404 ,33107 ,16388 ,41662 ,19681 ,40497 ,22542 ,40542 ,25250 ,43770 ,28974 ,45373 ,32956 ,47204 ,35168 ,48252 ,35614 ,55101 ,30961 ,42024 ,27537 ,26016 ,22996 ,21577 ,17130 ,20428 ,6097 ,11448 ,977 ,2521 ,1 ,60 ,0 ,0 ,0 ,0 
Jan-19,9호선,4124,사평,2 ,0 ,767 ,105 ,2288 ,1403 ,8584 ,3075 ,10698 ,5911 ,6938 ,3588 ,5008 ,2770 ,5117 ,2686 ,5299 ,3958 ,5202 ,4671 ,4559 ,4546 ,5203 ,5467 ,5840 ,5654 ,7114 ,6718 ,7734 ,10090 ,4541 ,9215 ,2972 ,5640 ,1982 ,5101 ,1771 ,5270 ,647 ,2913 ,149 ,1192 ,0 ,37 ,0 ,0 ,0 ,0 
Jan-19,9호선,4125,신논현,31 ,1 ,6556 ,1544 ,16306 ,15482 ,35371 ,48402 ,47378 ,109743 ,32441 ,101173 ,27713 ,55386 ,32004 ,47132 ,39084 ,50910 ,46507 ,55211 ,47876 ,54620 ,55247 ,52556 ,63339 ,54269 ,82474 ,72357 ,122717 ,114499 ,87903 ,92601 ,67689 ,39838 ,79407 ,32881 ,80888 ,28003 ,43632 ,17419 ,8375 ,5529 ,5 ,452 ,0 ,0 ,0 ,0 
Jan-19,공항철도 1호선,4201,서울역,294 ,0 ,5381 ,1270 ,6363 ,10836 ,13461 ,18437 ,19159 ,25779 ,17571 ,22659 ,19290 ,19645 ,25092 ,19983 ,27286 ,21494 ,27208 ,18725 ,21051 ,19761 ,29740 ,18737 ,29738 ,21538 ,33008 ,20057 ,34632 ,24167 ,26856 ,20073 ,19338 ,14639 ,18692 ,12092 ,14048 ,10330 ,7418 ,5448 ,122 ,2907 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,공항철도 1호선,4202,공덕,67 ,0 ,1728 ,155 ,2317 ,1054 ,5827 ,2811 ,5908 ,10300 ,4044 ,5109 ,2855 ,3110 ,3087 ,3218 ,3366 ,3591 ,3168 ,3867 ,3047 ,3818 ,3293 ,4103 ,3332 ,4464 ,4117 ,6292 ,8807 ,11548 ,4325 ,8748 ,3348 ,5398 ,3291 ,4858 ,2395 ,5494 ,1619 ,3723 ,136 ,1692 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,공항철도 1호선,4203,홍대입구,237 ,9 ,4874 ,582 ,6087 ,3086 ,11519 ,7174 ,14295 ,22516 ,13050 ,20512 ,13378 ,15114 ,14696 ,17089 ,15311 ,22708 ,15698 ,23435 ,16344 ,23095 ,18896 ,23104 ,22235 ,23825 ,27818 ,27128 ,34750 ,37001 ,26600 ,29074 ,22789 ,16697 ,28555 ,14246 ,31007 ,12867 ,14293 ,10376 ,1440 ,2980 ,1 ,1 ,0 ,0 ,0 ,0 
Jan-19,공항철도 1호선,4204,디지털미디어시티,83 ,2 ,3233 ,694 ,5810 ,6290 ,16128 ,23629 ,18689 ,94737 ,11065 ,42432 ,8489 ,16066 ,9688 ,11958 ,10968 ,12455 ,12278 ,14134 ,13599 ,11622 ,15393 ,11607 ,18504 ,11158 ,34696 ,13574 ,99255 ,20915 ,41099 ,16393 ,23404 ,9588 ,20569 ,8086 ,16351 ,7715 ,7453 ,5355 ,947 ,3088 ,0 ,14 ,0 ,0 ,0 ,0 
Jan-19,공항철도 1호선,4206,마곡나루,1 ,0 ,788 ,569 ,1995 ,3708 ,5458 ,12536 ,7473 ,35055 ,3646 ,11802 ,2488 ,5501 ,3041 ,4125 ,3854 ,4358 ,4237 ,5168 ,4275 ,5019 ,5925 ,3842 ,8527 ,3651 ,29520 ,4570 ,29925 ,7472 ,11398 ,5810 ,7217 ,3622 ,5557 ,3311 ,4291 ,3549 ,1649 ,2260 ,283 ,1653 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,공항철도 1호선,4207,김포공항,12 ,0 ,2241 ,2103 ,3954 ,10842 ,8804 ,23494 ,15945 ,23072 ,15182 ,10393 ,15092 ,10920 ,18145 ,11603 ,17448 ,13229 ,19880 ,13021 ,22419 ,12168 ,22542 ,10667 ,16783 ,12922 ,23855 ,14180 ,33135 ,16052 ,22613 ,11306 ,17639 ,4853 ,18588 ,3693 ,18957 ,2874 ,5861 ,1994 ,197 ,1137 ,2 ,38 ,0 ,0 ,0 ,0 
Jan-19,공항철도 1호선,4208,계양,11 ,0 ,9050 ,662 ,21510 ,3292 ,66113 ,4074 ,55630 ,5775 ,28821 ,5238 ,20129 ,4193 ,18947 ,5131 ,17326 ,6045 ,14846 ,8094 ,11958 ,10030 ,11125 ,12364 ,11513 ,16490 ,12032 ,23432 ,11200 ,42128 ,6406 ,49871 ,4544 ,31092 ,3532 ,25961 ,2660 ,28765 ,1356 ,16921 ,216 ,4689 ,0 ,0 ,0 ,0 ,0 ,0 
